Ticket_ID,Match,Date,Time,Stadium,Block,Row,Seat,Gate,Parking_Zone,Ticket_Price,Category
T018606,Al Raed vs Abha,2024-07-31,15:08,Prince Abdullah Al Faisal Stadium,B32,Q,20,5,Zone B,892,Student
T018607,Al Shabab vs Al Fateh,2024-08-06,17:26,King Fahd Stadium,B24,O,36,10,Zone E,702,Regular
T018608,Al Taawon vs Al Ettifaq,2025-03-11,21:43,Prince Abdullah Al Faisal Stadium,B76,J,87,8,Green,443,Student
T018609,Al Ahli vs Al Hilal,2024-01-13,18:38,Jeddah Stadium,B78,M,87,1,Pink,727,VIP
T018610,Al Wehda vs Damac,2025-01-10,22:47,Al Nassr Club Stadium,B85,U,74,8,Blue,736,Regular
T018611,Al Nassr vs Al Ittihad,2023-03-01,19:40,Al Hilal Stadium,B32,U,87,10,Green,590,Regular
T018612,Al Shabab vs Al Fateh,2025-01-12,21:27,Jeddah Stadium,B81,S,98,5,Zone C,977,VIP
T018613,Al Ahli vs Al Hilal,2025-07-02,17:23,Al Nassr Club Stadium,B34,J,2,10,Green,870,Student
T018614,Al Taawon vs Al Ettifaq,2023-06-12,18:19,Al Nassr Club Stadium,B56,E,35,7,Zone D,62,VIP
T018615,Al Nassr vs Al Ittihad,2023-01-30,20:05,Al Nassr Club Stadium,B14,U,12,9,Zone E,529,Regular
T018616,Al Ahli vs Al Hilal,2024-10-24,20:23,Al Nassr Club Stadium,B77,H,85,8,Zone E,437,VIP
T018617,Al Raed vs Abha,2025-03-09,15:39,Al Nassr Club Stadium,B20,Y,59,1,Blue,903,Regular
T018618,Al Taawon vs Al Ettifaq,2023-12-17,18:37,Prince Abdullah Al Faisal Stadium,B55,I,92,4,Pink,798,Family
T018619,Al Nassr vs Al Ittihad,2024-11-06,20:38,Al Nassr Club Stadium,B76,Z,22,6,Blue,407,Student
T018620,Al Raed vs Abha,2025-04-29,20:06,Al Hilal Stadium,B70,R,35,3,Zone C,880,VIP
T018621,Al Raed vs Abha,2024-05-14,15:28,Prince Abdullah Al Faisal Stadium,B37,Q,60,5,Green,722,VIP
T018622,Al Raed vs Abha,2024-07-13,21:25,Al Hilal Stadium,B50,X,18,2,Pink,188,Regular
T018623,Al Raed vs Abha,2024-10-01,20:01,Prince Abdullah Al Faisal Stadium,B93,Z,60,2,Zone D,854,Student
T018624,Al Wehda vs Damac,2024-11-21,18:34,King Fahd Stadium,B71,H,90,4,Zone A,645,Student
T018625,Al Raed vs Abha,2023-06-12,22:08,Jeddah Stadium,B29,X,73,8,Blue,589,VIP
T018626,Al Raed vs Abha,2025-12-02,16:43,Al Hilal Stadium,B87,F,18,8,Pink,120,VIP
T018627,Al Raed vs Abha,2025-08-04,21:01,Al Nassr Club Stadium,B27,W,73,2,Zone B,536,Student
T018628,Al Nassr vs Al Ittihad,2025-05-02,21:30,Al Hilal Stadium,B83,X,77,4,Zone D,977,Regular
T018629,Al Wehda vs Damac,2024-12-31,20:59,Al Hilal Stadium,B75,Z,53,7,Zone E,112,Family
T018630,Al Taawon vs Al Ettifaq,2024-03-14,20:06,Prince Abdullah Al Faisal Stadium,B66,B,3,3,Zone D,128,Family
T018631,Al Nassr vs Al Ittihad,2024-09-23,21:30,Al Hilal Stadium,B2,E,71,3,Zone B,335,Student
T018632,Al Shabab vs Al Fateh,2024-01-09,19:05,Jeddah Stadium,B17,X,48,3,Zone C,487,Family
T018633,Al Shabab vs Al Fateh,2023-10-22,15:53,Prince Abdullah Al Faisal Stadium,B34,I,60,4,Pink,895,Regular
T018634,Al Nassr vs Al Ittihad,2023-02-05,16:41,Prince Abdullah Al Faisal Stadium,B46,F,26,8,Zone E,327,Student
T018635,Al Shabab vs Al Fateh,2023-08-05,21:15,Jeddah Stadium,B95,P,82,3,Zone D,65,Regular
T018636,Al Ahli vs Al Hilal,2024-01-30,16:38,Al Hilal Stadium,B25,I,26,10,Zone E,732,Regular
T018637,Al Raed vs Abha,2025-06-06,15:47,Jeddah Stadium,B56,G,78,3,Zone E,545,VIP
T018638,Al Raed vs Abha,2025-02-23,21:23,Al Nassr Club Stadium,B64,P,79,8,Green,204,VIP
T018639,Al Nassr vs Al Ittihad,2025-02-03,20:53,King Fahd Stadium,B91,H,84,6,Zone D,283,VIP
T018640,Al Raed vs Abha,2025-04-29,15:55,Jeddah Stadium,B57,I,32,10,Zone B,367,VIP
T018641,Al Shabab vs Al Fateh,2023-12-27,17:02,King Fahd Stadium,B27,N,74,9,Zone D,143,VIP
T018642,Al Shabab vs Al Fateh,2023-10-04,20:08,Jeddah Stadium,B54,S,54,10,Green,968,Family
T018643,Al Shabab vs Al Fateh,2024-09-14,21:12,Al Hilal Stadium,B70,C,20,1,Zone C,223,Student
T018644,Al Taawon vs Al Ettifaq,2025-03-11,17:16,Jeddah Stadium,B95,J,26,1,Zone E,633,Student
T018645,Al Taawon vs Al Ettifaq,2023-05-10,16:41,Al Hilal Stadium,B56,V,88,5,Green,962,Family
T018646,Al Raed vs Abha,2024-05-07,20:34,King Fahd Stadium,B98,O,64,7,Zone A,810,VIP
T018647,Al Nassr vs Al Ittihad,2025-07-03,18:53,Prince Abdullah Al Faisal Stadium,B2,S,32,1,Zone C,366,Student
T018648,Al Nassr vs Al Ittihad,2024-01-04,17:20,Prince Abdullah Al Faisal Stadium,B6,U,41,9,Zone E,432,VIP
T018649,Al Ahli vs Al Hilal,2023-03-18,16:10,King Fahd Stadium,B93,M,56,9,Pink,971,Student
T018650,Al Raed vs Abha,2025-05-24,18:16,Jeddah Stadium,B78,K,88,5,Zone D,728,Family
T018651,Al Nassr vs Al Ittihad,2025-02-14,19:02,Al Hilal Stadium,B66,D,12,8,Pink,165,Regular
T018652,Al Wehda vs Damac,2025-01-08,16:55,Al Hilal Stadium,B24,A,70,6,Green,891,Regular
T018653,Al Raed vs Abha,2023-04-19,22:21,Al Hilal Stadium,B53,H,35,2,Blue,71,Regular
T018654,Al Taawon vs Al Ettifaq,2024-04-23,20:01,King Fahd Stadium,B25,D,42,1,Zone E,457,VIP
T018655,Al Nassr vs Al Ittihad,2024-02-10,15:11,Al Nassr Club Stadium,B94,R,9,10,Zone A,256,Regular
T018656,Al Raed vs Abha,2023-03-13,20:08,Jeddah Stadium,B23,G,71,1,Zone A,822,Student
T018657,Al Ahli vs Al Hilal,2023-03-22,15:16,Al Hilal Stadium,B36,K,11,8,Zone B,309,Regular
T018658,Al Taawon vs Al Ettifaq,2023-12-20,15:59,King Fahd Stadium,B13,H,13,9,Pink,302,Student
T018659,Al Nassr vs Al Ittihad,2024-09-18,15:38,Al Hilal Stadium,B84,L,41,2,Zone A,219,Family
T018660,Al Taawon vs Al Ettifaq,2024-10-20,19:16,Prince Abdullah Al Faisal Stadium,B10,V,19,4,Zone B,640,Regular
T018661,Al Nassr vs Al Ittihad,2025-08-10,16:06,Jeddah Stadium,B57,M,38,8,Green,777,Family
T018662,Al Taawon vs Al Ettifaq,2024-10-19,20:47,King Fahd Stadium,B29,E,76,7,Zone E,176,VIP
T018663,Al Nassr vs Al Ittihad,2024-03-02,21:42,Prince Abdullah Al Faisal Stadium,B97,J,39,5,Green,444,VIP
T018664,Al Shabab vs Al Fateh,2025-10-31,21:23,Jeddah Stadium,B8,W,98,1,Zone B,203,VIP
T018665,Al Ahli vs Al Hilal,2023-03-14,22:17,Prince Abdullah Al Faisal Stadium,B43,I,4,6,Zone E,356,Student
T018666,Al Taawon vs Al Ettifaq,2023-10-15,19:35,Prince Abdullah Al Faisal Stadium,B63,L,45,10,Pink,157,VIP
T018667,Al Nassr vs Al Ittihad,2024-04-17,15:11,Jeddah Stadium,B19,D,43,2,Zone B,415,Regular
T018668,Al Wehda vs Damac,2023-06-28,19:48,Al Hilal Stadium,B73,I,42,8,Blue,969,Regular
T018669,Al Ahli vs Al Hilal,2025-12-16,18:48,Al Nassr Club Stadium,B38,Y,11,6,Zone A,368,VIP
T018670,Al Raed vs Abha,2024-09-29,17:50,Jeddah Stadium,B18,J,9,2,Blue,348,Family
T018671,Al Taawon vs Al Ettifaq,2023-12-03,21:32,Jeddah Stadium,B48,F,51,7,Zone C,377,Family
T018672,Al Nassr vs Al Ittihad,2023-07-30,20:33,Prince Abdullah Al Faisal Stadium,B45,P,35,4,Zone E,667,Student
T018673,Al Taawon vs Al Ettifaq,2024-09-22,21:20,King Fahd Stadium,B35,B,66,5,Zone B,541,VIP
T018674,Al Wehda vs Damac,2023-12-24,21:05,Jeddah Stadium,B33,Z,13,8,Zone A,486,Student
T018675,Al Wehda vs Damac,2024-09-09,18:44,Jeddah Stadium,B31,N,7,8,Blue,792,Family
T018676,Al Wehda vs Damac,2025-05-25,21:21,King Fahd Stadium,B57,Z,28,7,Zone C,829,Regular
T018677,Al Taawon vs Al Ettifaq,2024-08-26,18:33,Al Nassr Club Stadium,B92,U,11,8,Zone E,466,Regular
T018678,Al Taawon vs Al Ettifaq,2025-07-30,22:20,Jeddah Stadium,B2,I,1,5,Zone D,551,Regular
T018679,Al Nassr vs Al Ittihad,2025-12-10,22:43,King Fahd Stadium,B87,D,59,1,Pink,95,VIP
T018680,Al Shabab vs Al Fateh,2023-03-09,18:50,Prince Abdullah Al Faisal Stadium,B99,D,100,3,Zone C,358,VIP
T018681,Al Taawon vs Al Ettifaq,2024-04-21,16:59,King Fahd Stadium,B93,B,3,1,Pink,154,Regular
T018682,Al Taawon vs Al Ettifaq,2025-02-08,17:43,Prince Abdullah Al Faisal Stadium,B58,G,88,5,Blue,599,VIP
T018683,Al Wehda vs Damac,2025-06-23,21:43,Prince Abdullah Al Faisal Stadium,B57,Z,30,8,Zone A,451,Student
T018684,Al Wehda vs Damac,2024-02-06,16:32,Jeddah Stadium,B19,E,92,10,Zone E,995,Regular
T018685,Al Nassr vs Al Ittihad,2025-12-07,18:00,Al Hilal Stadium,B41,F,89,3,Zone D,182,Regular
T018686,Al Taawon vs Al Ettifaq,2024-05-11,16:29,Al Nassr Club Stadium,B53,W,57,5,Zone B,286,Regular
T018687,Al Shabab vs Al Fateh,2023-08-08,20:28,Jeddah Stadium,B10,Q,86,7,Pink,541,VIP
T018688,Al Wehda vs Damac,2023-01-18,17:27,Al Hilal Stadium,B38,W,79,7,Zone B,979,Student
T018689,Al Wehda vs Damac,2024-10-01,17:01,Al Hilal Stadium,B61,L,48,6,Zone A,847,Regular
T018690,Al Raed vs Abha,2024-05-01,18:54,Al Hilal Stadium,B83,H,26,6,Zone C,441,Family
T018691,Al Wehda vs Damac,2025-09-28,21:19,Jeddah Stadium,B65,Y,83,2,Green,761,Regular
T018692,Al Shabab vs Al Fateh,2025-11-06,17:06,Jeddah Stadium,B14,Y,37,3,Zone E,205,Family
T018693,Al Taawon vs Al Ettifaq,2025-08-01,15:44,Al Nassr Club Stadium,B7,J,93,1,Zone B,913,VIP
T018694,Al Ahli vs Al Hilal,2025-04-24,19:12,Al Hilal Stadium,B48,Y,72,3,Blue,82,Family
T018695,Al Wehda vs Damac,2025-04-04,21:15,King Fahd Stadium,B17,J,74,10,Zone C,903,Regular
T018696,Al Shabab vs Al Fateh,2024-04-23,19:29,Jeddah Stadium,B32,S,51,7,Zone C,574,Family
T018697,Al Raed vs Abha,2025-07-23,15:08,Al Hilal Stadium,B99,I,67,8,Zone A,517,VIP
T018698,Al Shabab vs Al Fateh,2023-03-15,18:08,King Fahd Stadium,B48,Z,35,8,Zone E,431,Regular
T018699,Al Wehda vs Damac,2023-07-15,15:36,Prince Abdullah Al Faisal Stadium,B28,R,16,3,Pink,770,Regular
T018700,Al Nassr vs Al Ittihad,2023-08-04,15:32,Prince Abdullah Al Faisal Stadium,B16,H,88,6,Zone C,78,VIP
T018701,Al Raed vs Abha,2023-10-25,20:14,Al Hilal Stadium,B80,L,84,6,Zone C,830,Student
T018702,Al Nassr vs Al Ittihad,2024-07-11,18:12,Al Hilal Stadium,B7,N,86,1,Zone B,168,Regular
T018703,Al Shabab vs Al Fateh,2024-04-17,21:25,Jeddah Stadium,B96,H,8,9,Zone E,873,Regular
T018704,Al Ahli vs Al Hilal,2024-03-19,20:20,King Fahd Stadium,B5,Y,7,3,Zone A,606,Student
T018705,Al Shabab vs Al Fateh,2023-11-27,16:46,Prince Abdullah Al Faisal Stadium,B19,W,68,9,Zone B,400,VIP
T018706,Al Nassr vs Al Ittihad,2023-02-03,16:50,Al Hilal Stadium,B15,R,47,10,Zone B,902,VIP
T018707,Al Wehda vs Damac,2023-08-24,18:55,Al Nassr Club Stadium,B68,V,8,3,Pink,426,Regular
T018708,Al Ahli vs Al Hilal,2023-05-06,17:47,Al Nassr Club Stadium,B12,M,76,2,Green,142,Regular
T018709,Al Nassr vs Al Ittihad,2023-11-06,20:49,Prince Abdullah Al Faisal Stadium,B89,Y,30,10,Zone E,167,Family
T018710,Al Taawon vs Al Ettifaq,2025-09-07,21:58,Jeddah Stadium,B36,S,83,6,Zone C,291,Family
T018711,Al Raed vs Abha,2023-08-11,15:31,Al Nassr Club Stadium,B94,M,37,7,Zone B,640,Family
T018712,Al Raed vs Abha,2025-11-11,20:37,Prince Abdullah Al Faisal Stadium,B79,B,16,9,Zone E,165,Student
T018713,Al Nassr vs Al Ittihad,2025-02-19,17:57,King Fahd Stadium,B86,K,63,2,Zone C,175,VIP
T018714,Al Wehda vs Damac,2024-03-29,21:38,Prince Abdullah Al Faisal Stadium,B6,Z,84,3,Zone C,777,Student
T018715,Al Taawon vs Al Ettifaq,2024-03-14,22:22,Al Hilal Stadium,B58,U,51,1,Zone C,910,Regular
T018716,Al Ahli vs Al Hilal,2023-12-26,21:08,Al Hilal Stadium,B86,R,99,6,Blue,944,Regular
T018717,Al Shabab vs Al Fateh,2023-11-05,18:46,Al Hilal Stadium,B80,O,40,9,Blue,591,Regular
T018718,Al Ahli vs Al Hilal,2023-09-08,17:26,Jeddah Stadium,B66,C,83,1,Green,683,Student
T018719,Al Ahli vs Al Hilal,2024-12-16,21:08,Prince Abdullah Al Faisal Stadium,B19,C,29,6,Zone A,479,Student
T018720,Al Ahli vs Al Hilal,2024-02-25,18:31,Al Nassr Club Stadium,B54,N,38,3,Zone A,278,Regular
T018721,Al Nassr vs Al Ittihad,2023-01-11,20:13,King Fahd Stadium,B91,P,64,10,Pink,305,Family
T018722,Al Nassr vs Al Ittihad,2024-09-19,16:41,Prince Abdullah Al Faisal Stadium,B58,O,23,1,Zone B,643,VIP
T018723,Al Ahli vs Al Hilal,2023-10-22,22:42,King Fahd Stadium,B35,E,12,6,Zone E,732,VIP
T018724,Al Taawon vs Al Ettifaq,2023-03-24,16:02,Jeddah Stadium,B80,L,28,7,Pink,842,VIP
T018725,Al Shabab vs Al Fateh,2025-04-17,22:36,King Fahd Stadium,B55,S,98,8,Green,228,Student
T018726,Al Nassr vs Al Ittihad,2024-09-08,22:47,Prince Abdullah Al Faisal Stadium,B66,Y,56,2,Pink,912,Regular
T018727,Al Shabab vs Al Fateh,2025-06-09,19:36,Al Hilal Stadium,B41,J,45,3,Zone B,833,Family
T018728,Al Ahli vs Al Hilal,2023-08-18,17:49,Jeddah Stadium,B51,V,83,8,Zone A,282,Family
T018729,Al Taawon vs Al Ettifaq,2024-06-17,15:21,Jeddah Stadium,B61,K,66,6,Zone A,825,Family
T018730,Al Shabab vs Al Fateh,2025-03-13,16:01,Al Nassr Club Stadium,B97,N,35,9,Zone B,713,Family
T018731,Al Wehda vs Damac,2024-08-08,22:47,Al Hilal Stadium,B81,K,69,10,Pink,194,VIP
T018732,Al Shabab vs Al Fateh,2024-05-12,20:34,King Fahd Stadium,B82,F,60,2,Zone E,961,VIP
T018733,Al Nassr vs Al Ittihad,2024-01-14,22:08,Al Hilal Stadium,B95,V,40,1,Zone E,634,Regular
T018734,Al Wehda vs Damac,2023-11-20,15:08,Al Hilal Stadium,B5,T,31,8,Zone C,113,Regular
T018735,Al Taawon vs Al Ettifaq,2024-07-10,19:51,Al Nassr Club Stadium,B38,C,21,2,Blue,480,Regular
T018736,Al Shabab vs Al Fateh,2024-03-13,15:28,Al Nassr Club Stadium,B56,X,3,5,Zone E,646,VIP
T018737,Al Nassr vs Al Ittihad,2023-01-03,18:55,Prince Abdullah Al Faisal Stadium,B41,L,13,7,Zone E,930,VIP
T018738,Al Nassr vs Al Ittihad,2025-01-01,18:48,Jeddah Stadium,B49,M,67,4,Zone D,468,Student
T018739,Al Shabab vs Al Fateh,2025-03-15,21:25,Prince Abdullah Al Faisal Stadium,B61,P,59,2,Zone E,829,Family
T018740,Al Wehda vs Damac,2023-03-15,18:28,Prince Abdullah Al Faisal Stadium,B21,S,17,4,Blue,944,VIP
T018741,Al Shabab vs Al Fateh,2024-09-17,15:05,Al Hilal Stadium,B58,B,62,9,Zone D,107,Regular
T018742,Al Nassr vs Al Ittihad,2024-05-28,20:00,Prince Abdullah Al Faisal Stadium,B93,J,29,4,Zone E,120,Student
T018743,Al Ahli vs Al Hilal,2023-05-22,22:24,Prince Abdullah Al Faisal Stadium,B66,F,20,3,Zone B,566,Family
T018744,Al Ahli vs Al Hilal,2024-06-29,16:14,Jeddah Stadium,B28,L,52,5,Zone E,67,Regular
T018745,Al Nassr vs Al Ittihad,2024-09-09,17:05,King Fahd Stadium,B37,K,26,5,Zone C,979,Student
T018746,Al Raed vs Abha,2024-09-13,16:52,King Fahd Stadium,B65,Y,49,3,Pink,894,Regular
T018747,Al Nassr vs Al Ittihad,2024-01-13,22:43,King Fahd Stadium,B96,S,99,2,Zone B,71,Family
T018748,Al Taawon vs Al Ettifaq,2023-09-27,20:45,Al Nassr Club Stadium,B79,V,70,10,Zone E,157,VIP
T018749,Al Shabab vs Al Fateh,2023-08-30,16:46,Prince Abdullah Al Faisal Stadium,B86,E,40,6,Zone B,222,Student
T018750,Al Wehda vs Damac,2024-07-24,19:10,Al Nassr Club Stadium,B61,T,18,8,Zone D,581,Student
T018751,Al Nassr vs Al Ittihad,2024-02-06,19:25,Jeddah Stadium,B39,W,5,3,Green,91,Family
T018752,Al Shabab vs Al Fateh,2023-11-23,18:21,Jeddah Stadium,B39,Y,15,3,Zone E,605,Student
T018753,Al Raed vs Abha,2023-05-25,21:15,Jeddah Stadium,B67,M,73,7,Green,781,Student
T018754,Al Shabab vs Al Fateh,2024-08-01,21:13,King Fahd Stadium,B24,L,6,2,Green,630,Regular
T018755,Al Ahli vs Al Hilal,2025-07-02,22:52,Jeddah Stadium,B2,H,1,2,Zone B,197,Family
T018756,Al Shabab vs Al Fateh,2025-10-04,20:38,Jeddah Stadium,B18,O,1,8,Pink,956,Family
T018757,Al Taawon vs Al Ettifaq,2024-02-14,15:40,Al Hilal Stadium,B59,Q,63,3,Zone E,806,Family
T018758,Al Shabab vs Al Fateh,2023-07-15,21:33,Prince Abdullah Al Faisal Stadium,B54,S,51,7,Green,210,Regular
T018759,Al Shabab vs Al Fateh,2023-10-01,20:36,Jeddah Stadium,B48,K,89,2,Zone D,57,Family
T018760,Al Shabab vs Al Fateh,2024-07-10,15:17,Prince Abdullah Al Faisal Stadium,B46,Z,65,1,Zone A,965,Regular
T018761,Al Ahli vs Al Hilal,2025-10-18,21:36,Prince Abdullah Al Faisal Stadium,B83,W,37,7,Blue,390,Regular
T018762,Al Nassr vs Al Ittihad,2023-06-23,18:01,Jeddah Stadium,B34,Q,73,7,Blue,406,Family
T018763,Al Taawon vs Al Ettifaq,2025-10-19,17:37,Jeddah Stadium,B41,A,71,8,Blue,271,Student
T018764,Al Taawon vs Al Ettifaq,2025-01-09,16:20,Prince Abdullah Al Faisal Stadium,B39,Y,98,2,Zone B,335,Family
T018765,Al Shabab vs Al Fateh,2025-04-18,21:02,King Fahd Stadium,B39,D,71,10,Zone D,311,Student
T018766,Al Ahli vs Al Hilal,2024-07-23,20:52,Al Nassr Club Stadium,B33,T,77,1,Pink,422,Student
T018767,Al Nassr vs Al Ittihad,2024-02-13,18:45,Prince Abdullah Al Faisal Stadium,B53,C,55,10,Blue,281,Family
T018768,Al Shabab vs Al Fateh,2025-06-25,16:35,Al Nassr Club Stadium,B36,Q,75,8,Zone D,839,Regular
T018769,Al Raed vs Abha,2025-07-24,21:48,Al Nassr Club Stadium,B9,L,82,5,Zone D,429,Student
T018770,Al Wehda vs Damac,2025-09-12,22:18,Jeddah Stadium,B67,T,87,8,Pink,414,Student
T018771,Al Nassr vs Al Ittihad,2025-01-14,15:14,Prince Abdullah Al Faisal Stadium,B82,E,18,8,Green,902,Student
T018772,Al Raed vs Abha,2024-01-04,21:49,Jeddah Stadium,B76,Q,68,2,Zone D,300,Student
T018773,Al Taawon vs Al Ettifaq,2023-01-13,15:25,Jeddah Stadium,B94,S,73,6,Zone B,851,Regular
T018774,Al Raed vs Abha,2025-11-14,22:26,King Fahd Stadium,B30,N,23,10,Pink,734,Student
T018775,Al Taawon vs Al Ettifaq,2025-06-14,20:26,Al Hilal Stadium,B62,Y,88,8,Zone C,342,Student
T018776,Al Taawon vs Al Ettifaq,2023-04-04,17:13,Jeddah Stadium,B38,E,80,8,Zone A,614,Regular
T018777,Al Wehda vs Damac,2025-06-10,19:13,Al Nassr Club Stadium,B59,D,9,2,Zone B,672,Family
T018778,Al Shabab vs Al Fateh,2023-08-25,15:07,Prince Abdullah Al Faisal Stadium,B90,R,32,2,Zone C,892,Regular
T018779,Al Shabab vs Al Fateh,2025-10-27,17:58,Al Hilal Stadium,B79,K,20,2,Zone D,494,VIP
T018780,Al Taawon vs Al Ettifaq,2025-05-29,19:26,Prince Abdullah Al Faisal Stadium,B6,K,95,1,Green,535,Family
T018781,Al Shabab vs Al Fateh,2024-01-19,18:44,Jeddah Stadium,B73,M,82,4,Zone A,771,Regular
T018782,Al Nassr vs Al Ittihad,2023-01-13,19:10,Al Hilal Stadium,B49,A,25,8,Zone C,139,Student
T018783,Al Wehda vs Damac,2024-10-15,20:43,Jeddah Stadium,B82,W,81,5,Zone B,793,VIP
T018784,Al Wehda vs Damac,2024-12-03,19:05,King Fahd Stadium,B85,K,62,1,Zone B,297,Regular
T018785,Al Shabab vs Al Fateh,2023-10-13,22:47,Al Hilal Stadium,B90,Z,87,4,Zone E,507,VIP
T018786,Al Nassr vs Al Ittihad,2025-10-10,15:12,King Fahd Stadium,B61,P,80,10,Zone C,748,Family
T018787,Al Wehda vs Damac,2024-11-20,22:28,Al Nassr Club Stadium,B68,B,26,8,Green,474,VIP
T018788,Al Raed vs Abha,2024-12-15,16:12,Prince Abdullah Al Faisal Stadium,B75,D,72,8,Zone C,316,Regular
T018789,Al Taawon vs Al Ettifaq,2024-12-17,20:25,King Fahd Stadium,B9,D,9,10,Zone A,676,Student
T018790,Al Nassr vs Al Ittihad,2025-09-20,19:10,Al Nassr Club Stadium,B56,O,61,4,Blue,685,Regular
T018791,Al Raed vs Abha,2023-10-24,20:37,Al Nassr Club Stadium,B22,G,49,7,Blue,132,Student
T018792,Al Wehda vs Damac,2023-07-24,17:24,King Fahd Stadium,B97,W,83,1,Pink,875,Family
T018793,Al Nassr vs Al Ittihad,2023-04-16,18:52,Al Nassr Club Stadium,B67,I,48,5,Zone C,969,VIP
T018794,Al Raed vs Abha,2025-03-12,20:50,Jeddah Stadium,B62,B,95,5,Zone B,312,VIP
T018795,Al Ahli vs Al Hilal,2025-12-12,20:36,Al Hilal Stadium,B79,L,88,7,Blue,336,VIP
T018796,Al Wehda vs Damac,2025-04-27,15:53,Al Hilal Stadium,B8,B,68,5,Zone B,671,Student
T018797,Al Taawon vs Al Ettifaq,2024-08-12,22:51,Al Nassr Club Stadium,B90,E,58,6,Zone D,805,Student
T018798,Al Shabab vs Al Fateh,2025-02-01,17:53,Prince Abdullah Al Faisal Stadium,B74,W,12,3,Zone E,384,VIP
T018799,Al Shabab vs Al Fateh,2023-11-10,16:42,Al Hilal Stadium,B34,R,58,8,Pink,799,Regular
T018800,Al Shabab vs Al Fateh,2023-12-02,16:56,Al Nassr Club Stadium,B44,X,40,5,Blue,448,Regular
T018801,Al Nassr vs Al Ittihad,2025-11-28,19:13,Jeddah Stadium,B2,L,25,10,Green,457,VIP
T018802,Al Raed vs Abha,2025-02-04,17:29,Prince Abdullah Al Faisal Stadium,B31,S,76,2,Zone B,181,Regular
T018803,Al Taawon vs Al Ettifaq,2025-10-23,21:17,Prince Abdullah Al Faisal Stadium,B39,Q,49,10,Zone D,873,Family
T018804,Al Taawon vs Al Ettifaq,2024-12-27,15:44,King Fahd Stadium,B45,W,27,7,Zone D,472,Family
T018805,Al Taawon vs Al Ettifaq,2023-08-06,20:29,King Fahd Stadium,B16,G,100,1,Blue,93,Family
T018806,Al Shabab vs Al Fateh,2024-03-16,16:17,King Fahd Stadium,B77,H,97,6,Blue,591,VIP
T018807,Al Wehda vs Damac,2024-05-18,20:58,King Fahd Stadium,B57,G,74,7,Pink,643,Family
T018808,Al Taawon vs Al Ettifaq,2023-06-27,18:23,King Fahd Stadium,B20,P,19,6,Zone E,463,VIP
T018809,Al Raed vs Abha,2025-11-10,22:47,Al Hilal Stadium,B68,Y,61,7,Zone A,640,Student
T018810,Al Shabab vs Al Fateh,2025-12-06,19:44,Jeddah Stadium,B86,U,96,8,Green,333,Student
T018811,Al Shabab vs Al Fateh,2024-11-05,17:28,Al Nassr Club Stadium,B51,O,59,8,Blue,935,Family
T018812,Al Shabab vs Al Fateh,2024-06-15,16:06,Al Nassr Club Stadium,B10,J,75,6,Pink,858,Student
T018813,Al Shabab vs Al Fateh,2023-11-13,16:19,Jeddah Stadium,B53,V,6,10,Zone B,910,Student
T018814,Al Taawon vs Al Ettifaq,2023-06-13,17:40,Jeddah Stadium,B2,Y,54,9,Zone D,160,VIP
T018815,Al Ahli vs Al Hilal,2025-11-13,22:42,Al Hilal Stadium,B8,N,60,1,Green,671,Regular
T018816,Al Shabab vs Al Fateh,2025-09-13,18:11,Jeddah Stadium,B95,T,40,4,Blue,710,Family
T018817,Al Shabab vs Al Fateh,2024-02-11,15:05,Prince Abdullah Al Faisal Stadium,B61,Q,44,5,Pink,428,Student
T018818,Al Wehda vs Damac,2023-05-24,18:55,Al Hilal Stadium,B42,G,79,1,Zone B,750,Regular
T018819,Al Raed vs Abha,2023-10-14,16:11,Prince Abdullah Al Faisal Stadium,B48,K,98,5,Zone E,929,VIP
T018820,Al Nassr vs Al Ittihad,2025-05-19,21:07,Al Hilal Stadium,B70,J,92,3,Zone C,380,Regular
T018821,Al Taawon vs Al Ettifaq,2024-02-26,15:19,Al Nassr Club Stadium,B31,T,4,9,Zone B,165,Regular
T018822,Al Shabab vs Al Fateh,2023-07-06,18:18,Jeddah Stadium,B36,X,36,3,Zone C,496,Regular
T018823,Al Ahli vs Al Hilal,2025-02-12,19:35,King Fahd Stadium,B27,W,8,3,Zone A,624,VIP
T018824,Al Raed vs Abha,2024-06-15,22:06,Al Hilal Stadium,B82,H,71,1,Zone C,367,Regular
T018825,Al Wehda vs Damac,2025-05-04,18:30,Prince Abdullah Al Faisal Stadium,B66,P,13,2,Pink,62,Family
T018826,Al Ahli vs Al Hilal,2025-10-14,20:41,Jeddah Stadium,B10,M,41,7,Zone A,475,Regular
T018827,Al Raed vs Abha,2023-09-16,21:00,Al Hilal Stadium,B9,S,13,2,Zone E,167,Regular
T018828,Al Wehda vs Damac,2024-11-23,20:15,King Fahd Stadium,B49,S,97,4,Green,356,VIP
T018829,Al Taawon vs Al Ettifaq,2023-06-21,21:10,Prince Abdullah Al Faisal Stadium,B47,M,64,6,Green,591,Regular
T018830,Al Taawon vs Al Ettifaq,2024-10-17,21:35,Jeddah Stadium,B65,Y,50,7,Green,578,Regular
T018831,Al Shabab vs Al Fateh,2023-11-29,17:14,Al Hilal Stadium,B91,H,27,10,Zone E,486,VIP
T018832,Al Nassr vs Al Ittihad,2024-03-01,20:26,Al Nassr Club Stadium,B55,W,72,5,Zone A,165,Regular
