question,answer
عندي تذكرة رقمها T00757، وين أجلس؟,تذكرتك T00757 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00757?,تذكرتك T00757 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00757?,تذكرتك T00757 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00757، ممكن تقولي وين أجلس؟,تذكرتك T00757 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00531؟,تذكرتك T00531 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00531، وين أجلس؟,تذكرتك T00531 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00531?,تذكرتك T00531 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00531?,تذكرتك T00531 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00531، ممكن تقولي وين أجلس؟,تذكرتك T00531 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00174؟,تذكرتك T00174 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00174، وين أجلس؟,تذكرتك T00174 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00174?,تذكرتك T00174 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00174?,تذكرتك T00174 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00174، ممكن تقولي وين أجلس؟,تذكرتك T00174 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00783؟,تذكرتك T00783 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00783، وين أجلس؟,تذكرتك T00783 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00783?,تذكرتك T00783 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00783?,تذكرتك T00783 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00783، ممكن تقولي وين أجلس؟,تذكرتك T00783 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00241؟,تذكرتك T00241 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00241، وين أجلس؟,تذكرتك T00241 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00241?,تذكرتك T00241 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00241?,تذكرتك T00241 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00241، ممكن تقولي وين أجلس؟,تذكرتك T00241 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00050؟,تذكرتك T00050 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00050، وين أجلس؟,تذكرتك T00050 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00050?,تذكرتك T00050 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00050?,تذكرتك T00050 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00050، ممكن تقولي وين أجلس؟,تذكرتك T00050 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00732؟,تذكرتك T00732 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00732، وين أجلس؟,تذكرتك T00732 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00732?,تذكرتك T00732 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00732?,تذكرتك T00732 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00732، ممكن تقولي وين أجلس؟,تذكرتك T00732 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00029؟,تذكرتك T00029 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00029، وين أجلس؟,تذكرتك T00029 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00029?,تذكرتك T00029 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00029?,تذكرتك T00029 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00029، ممكن تقولي وين أجلس؟,تذكرتك T00029 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00383؟,تذكرتك T00383 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00383، وين أجلس؟,تذكرتك T00383 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00383?,تذكرتك T00383 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00383?,تذكرتك T00383 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00383، ممكن تقولي وين أجلس؟,تذكرتك T00383 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00668؟,تذكرتك T00668 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00668، وين أجلس؟,تذكرتك T00668 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00668?,تذكرتك T00668 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00668?,تذكرتك T00668 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00668، ممكن تقولي وين أجلس؟,تذكرتك T00668 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00969؟,تذكرتك T00969 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00969، وين أجلس؟,تذكرتك T00969 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00969?,تذكرتك T00969 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00969?,تذكرتك T00969 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00969، ممكن تقولي وين أجلس؟,تذكرتك T00969 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00449؟,تذكرتك T00449 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00449، وين أجلس؟,تذكرتك T00449 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00449?,تذكرتك T00449 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00449?,تذكرتك T00449 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00449، ممكن تقولي وين أجلس؟,تذكرتك T00449 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00155؟,تذكرتك T00155 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00155، وين أجلس؟,تذكرتك T00155 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00155?,تذكرتك T00155 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00155?,تذكرتك T00155 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00155، ممكن تقولي وين أجلس؟,تذكرتك T00155 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00232؟,تذكرتك T00232 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00232، وين أجلس؟,تذكرتك T00232 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00232?,تذكرتك T00232 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00232?,تذكرتك T00232 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00232، ممكن تقولي وين أجلس؟,تذكرتك T00232 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00206؟,تذكرتك T00206 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00206، وين أجلس؟,تذكرتك T00206 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00206?,تذكرتك T00206 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00206?,تذكرتك T00206 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00206، ممكن تقولي وين أجلس؟,تذكرتك T00206 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00034؟,تذكرتك T00034 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00034، وين أجلس؟,تذكرتك T00034 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00034?,تذكرتك T00034 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00034?,تذكرتك T00034 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00034، ممكن تقولي وين أجلس؟,تذكرتك T00034 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00261؟,تذكرتك T00261 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00261، وين أجلس؟,تذكرتك T00261 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00261?,تذكرتك T00261 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00261?,تذكرتك T00261 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00261، ممكن تقولي وين أجلس؟,تذكرتك T00261 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00922؟,تذكرتك T00922 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00922، وين أجلس؟,تذكرتك T00922 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00922?,تذكرتك T00922 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00922?,تذكرتك T00922 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00922، ممكن تقولي وين أجلس؟,تذكرتك T00922 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00946؟,تذكرتك T00946 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00946، وين أجلس؟,تذكرتك T00946 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00946?,تذكرتك T00946 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00946?,تذكرتك T00946 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00946، ممكن تقولي وين أجلس؟,تذكرتك T00946 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T01000؟,تذكرتك T01000 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T01000، وين أجلس؟,تذكرتك T01000 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T01000?,تذكرتك T01000 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T01000?,تذكرتك T01000 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T01000، ممكن تقولي وين أجلس؟,تذكرتك T01000 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00722؟,تذكرتك T00722 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00722، وين أجلس؟,تذكرتك T00722 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00722?,تذكرتك T00722 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00722?,تذكرتك T00722 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00722، ممكن تقولي وين أجلس؟,تذكرتك T00722 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00524؟,تذكرتك T00524 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00524، وين أجلس؟,تذكرتك T00524 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00524?,تذكرتك T00524 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00524?,تذكرتك T00524 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00524، ممكن تقولي وين أجلس؟,تذكرتك T00524 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00698؟,تذكرتك T00698 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00698، وين أجلس؟,تذكرتك T00698 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00698?,تذكرتك T00698 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00698?,تذكرتك T00698 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00698، ممكن تقولي وين أجلس؟,تذكرتك T00698 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00004؟,تذكرتك T00004 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00004، وين أجلس؟,تذكرتك T00004 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00004?,تذكرتك T00004 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00004?,تذكرتك T00004 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00004، ممكن تقولي وين أجلس؟,تذكرتك T00004 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00956؟,تذكرتك T00956 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00956، وين أجلس؟,تذكرتك T00956 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00956?,تذكرتك T00956 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00956?,تذكرتك T00956 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00956، ممكن تقولي وين أجلس؟,تذكرتك T00956 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00504؟,تذكرتك T00504 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00504، وين أجلس؟,تذكرتك T00504 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00504?,تذكرتك T00504 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00504?,تذكرتك T00504 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00504، ممكن تقولي وين أجلس؟,تذكرتك T00504 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00331؟,تذكرتك T00331 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00331، وين أجلس؟,تذكرتك T00331 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00331?,تذكرتك T00331 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00331?,تذكرتك T00331 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00331، ممكن تقولي وين أجلس؟,تذكرتك T00331 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00890؟,تذكرتك T00890 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00890، وين أجلس؟,تذكرتك T00890 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00890?,تذكرتك T00890 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00890?,تذكرتك T00890 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00890، ممكن تقولي وين أجلس؟,تذكرتك T00890 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00489؟,تذكرتك T00489 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00489، وين أجلس؟,تذكرتك T00489 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00489?,تذكرتك T00489 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00489?,تذكرتك T00489 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00489، ممكن تقولي وين أجلس؟,تذكرتك T00489 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00270؟,تذكرتك T00270 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00270، وين أجلس؟,تذكرتك T00270 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00270?,تذكرتك T00270 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00270?,تذكرتك T00270 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00270، ممكن تقولي وين أجلس؟,تذكرتك T00270 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00113؟,تذكرتك T00113 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00113، وين أجلس؟,تذكرتك T00113 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00113?,تذكرتك T00113 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00113?,تذكرتك T00113 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00113، ممكن تقولي وين أجلس؟,تذكرتك T00113 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00466؟,تذكرتك T00466 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00466، وين أجلس؟,تذكرتك T00466 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00466?,تذكرتك T00466 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00466?,تذكرتك T00466 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00466، ممكن تقولي وين أجلس؟,تذكرتك T00466 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00828؟,تذكرتك T00828 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00828، وين أجلس؟,تذكرتك T00828 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00828?,تذكرتك T00828 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00828?,تذكرتك T00828 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00828، ممكن تقولي وين أجلس؟,تذكرتك T00828 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00792؟,تذكرتك T00792 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00792، وين أجلس؟,تذكرتك T00792 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00792?,تذكرتك T00792 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00792?,تذكرتك T00792 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00792، ممكن تقولي وين أجلس؟,تذكرتك T00792 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00201؟,تذكرتك T00201 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00201، وين أجلس؟,تذكرتك T00201 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00201?,تذكرتك T00201 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00201?,تذكرتك T00201 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00201، ممكن تقولي وين أجلس؟,تذكرتك T00201 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00988؟,تذكرتك T00988 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00988، وين أجلس؟,تذكرتك T00988 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00988?,تذكرتك T00988 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00988?,تذكرتك T00988 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00988، ممكن تقولي وين أجلس؟,تذكرتك T00988 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00748؟,تذكرتك T00748 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00748، وين أجلس؟,تذكرتك T00748 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00748?,تذكرتك T00748 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00748?,تذكرتك T00748 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00748، ممكن تقولي وين أجلس؟,تذكرتك T00748 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00219؟,تذكرتك T00219 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00219، وين أجلس؟,تذكرتك T00219 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00219?,تذكرتك T00219 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00219?,تذكرتك T00219 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00219، ممكن تقولي وين أجلس؟,تذكرتك T00219 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00380؟,تذكرتك T00380 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00380، وين أجلس؟,تذكرتك T00380 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00380?,تذكرتك T00380 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00380?,تذكرتك T00380 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00380، ممكن تقولي وين أجلس؟,تذكرتك T00380 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00608؟,تذكرتك T00608 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00608، وين أجلس؟,تذكرتك T00608 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00608?,تذكرتك T00608 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00608?,تذكرتك T00608 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00608، ممكن تقولي وين أجلس؟,تذكرتك T00608 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00898؟,تذكرتك T00898 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00898، وين أجلس؟,تذكرتك T00898 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00898?,تذكرتك T00898 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00898?,تذكرتك T00898 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00898، ممكن تقولي وين أجلس؟,تذكرتك T00898 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00145؟,تذكرتك T00145 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00145، وين أجلس؟,تذكرتك T00145 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00145?,تذكرتك T00145 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00145?,تذكرتك T00145 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00145، ممكن تقولي وين أجلس؟,تذكرتك T00145 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00480؟,تذكرتك T00480 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00480، وين أجلس؟,تذكرتك T00480 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00480?,تذكرتك T00480 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00480?,تذكرتك T00480 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00480، ممكن تقولي وين أجلس؟,تذكرتك T00480 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00403؟,تذكرتك T00403 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00403، وين أجلس؟,تذكرتك T00403 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00403?,تذكرتك T00403 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00403?,تذكرتك T00403 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00403، ممكن تقولي وين أجلس؟,تذكرتك T00403 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00166؟,تذكرتك T00166 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00166، وين أجلس؟,تذكرتك T00166 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00166?,تذكرتك T00166 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00166?,تذكرتك T00166 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00166، ممكن تقولي وين أجلس؟,تذكرتك T00166 مخصصة للبلوك B، الصف G، الكرسي 15.
وين مقعدي؟ رقم تذكرتي T00962؟,تذكرتك T00962 مخصصة للبلوك B، الصف G، الكرسي 15.
عندي تذكرة رقمها T00962، وين أجلس؟,تذكرتك T00962 مخصصة للبلوك B، الصف G، الكرسي 15.
مكاني بأي صف لو تذكرتي T00962?,تذكرتك T00962 مخصصة للبلوك B، الصف G، الكرسي 15.
وين الكرسي اللي بالتذكرة T00962?,تذكرتك T00962 مخصصة للبلوك B، الصف G، الكرسي 15.
أنا حجزت برقم T00962، ممكن تقولي وين أجلس؟,تذكرتك T00962 مخصصة للبلوك B، الصف G، الكرسي 15.
